ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genre,Country,Language,IMDb,IMDb_ID,RottenTomatoes_Score,Age_Min,IMDb_Score,Type_raw,Genre_clean,Title_key
2010,Just The Way You Are,2015,18+,52/100,1,0,0,0,movie,comedy drama,"France, United States",English,8.0,tt0087525,52.0,16.0,8.0,0,Comedy Drama,just the way you are
2011,Mostly Sunny,2017,18+,52/100,1,0,0,0,movie,documentary film,Canada,English,1.0,tt5935072,52.0,16.0,1.0,0,Documentary Film,mostly sunny
2012,Ek Main Aur Ekk Tu,2012,7+,52/100,1,0,0,0,movie,"romance film, comedy film, romantic comedy",India,Hindi,8.0,tt1703958,52.0,7.0,8.0,0,"Romance Film, Comedy Film, Romantic Comedy",ek main aur ekk tu
2013,Toro,2016,13+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,13.0,7.0,0,Drama Film,toro
2014,Russell Brand: Re:Birth,2018,18+,52/100,1,0,0,0,movie,"comedy film, stand-up comedy",United Kingdom,English,7.0,tt9349942,52.0,16.0,7.0,0,"Comedy Film, Stand-Up Comedy",russell brand: re:birth
2015,Creating an Army of the Dead,2021,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,18.0,7.0,0,Drama Film,creating an army of the dead
2016,The Maus,2017,18+,52/100,1,0,0,0,movie,"drama film, fantasy film, horror film",Spain,English,2.0,tt5586362,52.0,16.0,2.0,0,"Drama Film, Fantasy Film, Horror Film",the maus
2017,Just Say Yes,2021,18+,52/100,1,0,0,0,movie,romantic comedy,Netherlands,Dutch,1.0,tt12154638,52.0,16.0,1.0,0,Romantic Comedy,just say yes
2018,Christmas Wedding Planner,2017,7+,52/100,1,0,0,0,movie,"romance film, drama film, Christmas film",Canada,English,2.0,tt7074092,52.0,7.0,2.0,0,"Romance Film, Drama Film, Christmas Film",christmas wedding planner
2019,The Strange House,2020,18+,52/100,1,0,0,0,movie,"children's film, teen film","Austria, Germany","German, Slovene",7.0,tt9654108,52.0,18.0,7.0,0,"Children'S Film, Teen Film",the strange house
2020,Temple,2017,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,18.0,7.0,0,Drama Film,temple
2021,MILF,2018,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,18.0,7.0,0,Drama Film,milf
2022,When Angels Sleep,2018,18+,52/100,1,0,0,0,movie,drama film,Spain,Spanish,8.0,tt3732280,52.0,18.0,8.0,0,Drama Film,when angels sleep
2023,The 2nd,2020,16+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,16.0,7.0,0,Drama Film,the 2nd
2024,Welcome to Sudden Death,2020,18+,52/100,1,0,0,0,movie,action film,United States,English,2.0,tt10804786,52.0,18.0,2.0,0,Action Film,welcome to sudden death
2025,Kurbaan,2009,18+,52/100,1,0,0,0,movie,"thriller film, drama film, action film",India,Hindi,7.0,tt1185442,52.0,18.0,7.0,0,"Thriller Film, Drama Film, Action Film",kurbaan
2026,Fortune Feimster: Sweet & Salty,2020,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,16.0,7.0,0,Drama Film,fortune feimster: sweet & salty
2027,Tracy Morgan: Staying Alive,2017,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,16.0,7.0,0,Drama Film,tracy morgan: staying alive
2028,Sam Kinison: Breaking the Rules,1987,18+,52/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,52.0,18.0,7.0,0,Drama Film,sam kinison: breaking the rules
2029,Zaki Chan,2005,18+,52/100,1,0,0,0,movie,drama film,Egypt,Arabic,10.0,tt0827788,52.0,16.0,10.0,0,Drama Film,zaki chan
2030,Sky High,2020,18+,51/100,1,0,0,1,movie,thriller film,Spain,Spanish,5.0,tt10978398,51.0,16.0,5.0,0,Thriller Film,sky high
2031,Gad Elmaleh: American Dream,2018,16+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,gad elmaleh: american dream
2032,Love Beats Rhymes,2017,18+,51/100,1,0,0,0,movie,musical film,United States,English,8.0,tt4686108,51.0,18.0,8.0,0,Musical Film,love beats rhymes
2033,Ram Jaane,1995,13+,51/100,1,0,0,0,movie,"drama film, crime film, action film",India,Hindi,5.4,tt0114231,51.0,13.0,5.4,0,"Drama Film, Crime Film, Action Film",ram jaane
2034,Wish You,2021,18+,51/100,1,0,0,0,movie,"romance film, LGBT-related film",South Korea,Korean,8.0,tt13866142,51.0,16.0,8.0,0,"Romance Film, Lgbt-Related Film",wish you
2035,A Life of Speed: The Juan Manuel Fangio Story,2020,18+,51/100,1,0,0,0,movie,drama film,Argentina,English,1.0,tt6668212,51.0,16.0,1.0,0,Drama Film,a life of speed: the juan manuel fangio story
2036,Antoine Griezmann: The Making of a Legend,2019,18+,51/100,1,0,0,0,movie,"documentary film, association football film",France,French,6.5,tt9817308,51.0,16.0,6.5,0,"Documentary Film, Association Football Film",antoine griezmann: the making of a legend
2037,Strange Weather,2016,18+,51/100,1,0,0,0,movie,drama film,United States,English,9.0,tt5205210,51.0,18.0,9.0,0,Drama Film,strange weather
2038,Pa Paandi,2017,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,pa paandi
2039,Darc,2018,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,darc
2040,Mehandi Circus,2019,18+,51/100,1,0,0,0,movie,action film,India,Tamil,9.0,tt9665400,51.0,16.0,9.0,0,Action Film,mehandi circus
2041,Goyo: The Boy General,2018,16+,51/100,1,0,0,0,movie,epic film,Philippines,"Filipino, Tagalog, English",7.0,tt8443480,51.0,16.0,7.0,0,Epic Film,goyo: the boy general
2042,Escape from Mr. Lemoncello's Library,2017,all,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,escape from mr. lemoncello's library
2043,A Love Song for Latasha,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,6.8,tt8993180,51.0,16.0,6.8,0,Drama Film,a love song for latasha
2044,Samantaral,2017,18+,51/100,1,0,0,0,movie,drama film,India,Bangla,8.0,tt7746986,51.0,16.0,8.0,0,Drama Film,samantaral
2045,Riot,2015,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,riot
2046,Jungle Beat: The Movie,2020,all,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,jungle beat: the movie
2047,Honeytrap,2015,18+,51/100,1,0,0,0,movie,"thriller film, drama film",United Kingdom,English,10.0,tt0275409,51.0,16.0,10.0,0,"Thriller Film, Drama Film",honeytrap
2048,O Vendedor de Sonhos,2016,18+,51/100,1,0,0,0,movie,drama film,Brazil,Portuguese,8.0,tt5496926,51.0,16.0,8.0,0,Drama Film,o vendedor de sonhos
2049,Duplicate,1998,7+,51/100,1,0,0,0,movie,"drama film, action film",India,Hindi,5.6,tt0164550,51.0,7.0,5.6,0,"Drama Film, Action Film",duplicate
2050,What We Wanted,2020,18+,51/100,1,0,0,0,movie,drama film,Austria,German,8.0,tt13279528,51.0,18.0,8.0,0,Drama Film,what we wanted
2051,Jim Norton: Mouthful of Shame,2017,18+,51/100,1,0,0,0,movie,stand-up comedy,United States,English,1.0,tt6664120,51.0,18.0,1.0,0,Stand-Up Comedy,jim norton: mouthful of shame
2052,Michael McIntyre: Showman,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,michael mcintyre: showman
2053,No Other Woman,2011,16+,51/100,1,0,0,0,movie,drama film,Philippines,English,1.0,tt2057445,51.0,16.0,1.0,0,Drama Film,no other woman
2054,River's Edge,2018,18+,51/100,1,0,0,0,movie,teen film,Japan,Japanese,6.0,tt7476946,51.0,16.0,6.0,0,Teen Film,river's edge
2055,Love and Shukla,2017,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,love and shukla
2056,Ali Baba and the 7 Dwarfs,2015,13+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,13.0,7.0,0,Drama Film,ali baba and the 7 dwarfs
2057,Merata: How Mum Decolonised the Screen,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,merata: how mum decolonised the screen
2058,I Hate Luv Storys,2010,7+,51/100,1,0,0,0,movie,"romantic comedy, musical film",India,Hindi,5.7,tt1667838,51.0,7.0,5.7,0,"Romantic Comedy, Musical Film",i hate luv storys
2059,FTA,1972,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,fta
2060,Let's Dance,2019,18+,51/100,1,0,0,0,movie,"romantic comedy, musical film",United States,English,6.0,tt0042674,51.0,18.0,6.0,0,"Romantic Comedy, Musical Film",let's dance
2061,Tere Naal Love Ho Gaya,2012,7+,51/100,1,0,0,0,movie,romantic comedy,India,Hindi,8.0,tt2130242,51.0,7.0,8.0,0,Romantic Comedy,tere naal love ho gaya
2062,Lady Driver,2020,7+,51/100,1,0,0,0,movie,drama film,United States,English,3.0,tt7562334,51.0,7.0,3.0,0,Drama Film,lady driver
2063,Sarah Cooper: Everything's Fine,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,sarah cooper: everything's fine
2064,League of Legends Origins,2019,18+,51/100,1,0,0,0,movie,documentary film,United States,English,7.0,tt11131032,51.0,16.0,7.0,0,Documentary Film,league of legends origins
2065,The Creative Brain,2019,18+,51/100,1,0,0,0,movie,documentary film,United States,English,4.0,tt10338308,51.0,16.0,4.0,0,Documentary Film,the creative brain
2066,Jacob's Ladder,2019,18+,51/100,1,0,0,0,movie,"horror film, thriller film, psychological horror, war film",United States,English,7.4,tt0099871,51.0,18.0,7.4,0,"Horror Film, Thriller Film, Psychological Horror, War Film",jacob's ladder
2067,Free Rein: The Twelve Neighs of Christmas,2018,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,free rein: the twelve neighs of christmas
2068,Love for Sale,2018,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,love for sale
2069,Hate by Dani Rovira,2021,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,hate by dani rovira
2070,The Heaven None Missed,2015,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,the heaven none missed
2071,An American Girl: McKenna Shoots for the Stars,2012,all,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,an american girl: mckenna shoots for the stars
2072,Guest House,2020,18+,51/100,1,0,0,0,movie,horror film,India,Hindi,9.0,tt0260060,51.0,18.0,9.0,0,Horror Film,guest house
2073,Squared Love,2021,13+,51/100,1,0,0,0,movie,romantic comedy,Poland,Polish,5.0,tt13846542,51.0,13.0,5.0,0,Romantic Comedy,squared love
2074,The Milk System,2018,18+,51/100,1,0,0,0,movie,documentary film,Germany,German,3.0,tt7274546,51.0,16.0,3.0,0,Documentary Film,the milk system
2075,Tottaa Pataaka Item Maal,2018,18+,51/100,1,0,0,0,movie,drama film,India,Hindi,8.0,tt9000388,51.0,16.0,8.0,0,Drama Film,tottaa pataaka item maal
2076,Whitney Cummings: Money Shot,2010,18+,51/100,1,0,1,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,whitney cummings: money shot
2077,Battlefield Earth,2000,13+,51/100,1,0,0,0,movie,"action film, science fiction film, post-apocalyptic film, dystopian film",United States,English,1.0,tt0185183,51.0,13.0,1.0,0,"Action Film, Science Fiction Film, Post-Apocalyptic Film, Dystopian Film",battlefield earth
2078,Alice Júnior,2019,18+,51/100,1,0,0,0,movie,comedy film,Brazil,Portuguese,6.0,tt8217188,51.0,16.0,6.0,0,Comedy Film,alice júnior
2079,Private Network: Who Killed Manuel Buendia,2021,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,private network: who killed manuel buendia
2080,Milada,2017,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,milada
2081,Kilometers and Kilometers,2020,18+,51/100,1,0,0,0,movie,"comedy drama, road movie",India,Malayalam,7.0,tt7268736,51.0,16.0,7.0,0,"Comedy Drama, Road Movie",kilometers and kilometers
2082,Tom Papa: You're Doing Great!,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,tom papa: you're doing great!
2083,Prem Ratan Dhan Payo,2015,18+,51/100,1,0,0,0,movie,"romance film, drama film, action film",India,Hindi,1.0,tt3595298,51.0,16.0,1.0,0,"Romance Film, Drama Film, Action Film",prem ratan dhan payo
2084,Black Beach,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,black beach
2085,Judwaa 2,2017,16+,51/100,1,0,0,0,movie,"action comedy film, romantic comedy",India,Hindi,1.0,tt5456546,51.0,16.0,1.0,0,"Action Comedy Film, Romantic Comedy",judwaa 2
2086,Roped,2020,7+,51/100,1,0,0,0,movie,"drama film, romance film",United States,English,4.0,tt8523028,51.0,7.0,4.0,0,"Drama Film, Romance Film",roped
2087,Yol Arkadaşım 2,2018,13+,51/100,1,0,0,0,movie,comedy film,Turkey,Turkish,10.0,tt8748256,51.0,13.0,10.0,0,Comedy Film,yol arkadaşım 2
2088,"Ray Romano: Right Here, Around the Corner",2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,"ray romano: right here, around the corner"
2089,M8 - When Death Rescues Life,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,m8 - when death rescues life
2090,Selfie 69,2016,18+,51/100,1,0,0,0,movie,comedy film,Romania,Romanian,6.0,tt4796634,51.0,16.0,6.0,0,Comedy Film,selfie 69
2091,Brian Regan: On the Rocks,2021,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,brian regan: on the rocks
2092,Hulk: Where Monsters Dwell,2016,7+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,7.0,7.0,0,Drama Film,hulk: where monsters dwell
2093,Arctic Dogs,2019,7+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,7.0,7.0,0,Drama Film,arctic dogs
2094,The Blazing Sun,1954,18+,51/100,1,0,1,0,movie,drama film,Egypt,Egyptian Arabic,7.0,tt0044429,51.0,16.0,7.0,0,Drama Film,the blazing sun
2095,7 Yards: The Chris Norton Story,2021,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,7 yards: the chris norton story
2096,Shonar Pahar,2018,18+,51/100,1,0,0,0,movie,drama film,India,Bangla,9.0,tt8347882,51.0,16.0,9.0,0,Drama Film,shonar pahar
2097,Material,2012,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,material
2098,Masameer: The Movie,2020,18+,51/100,1,0,0,0,movie,"animated film, comedy film",Saudi Arabia,Arabic,6.0,tt11561866,51.0,16.0,6.0,0,"Animated Film, Comedy Film",masameer: the movie
2099,DNA,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,dna
2100,Desire,2017,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,desire
2101,The Lost Brother,2017,18+,51/100,1,0,0,0,movie,thriller film,Argentina,Spanish,5.0,tt6522634,51.0,16.0,5.0,0,Thriller Film,the lost brother
2102,This Earth of Mankind,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,this earth of mankind
2103,Cuddle Weather,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,cuddle weather
2104,Husband Factor: Resurrection,2015,7+,51/100,1,0,0,0,movie,comedy film,Turkey,Turkish,10.0,tt4994718,51.0,7.0,10.0,0,Comedy Film,husband factor: resurrection
2105,Born in Gaza,2014,18+,51/100,1,0,0,0,movie,documentary film,Spain,"Arabic, English",9.0,tt4205416,51.0,16.0,9.0,0,Documentary Film,born in gaza
2106,Chameli,2003,18+,51/100,1,0,0,0,movie,"romance film, drama film",India,Hindi,6.0,tt0383975,51.0,16.0,6.0,0,"Romance Film, Drama Film",chameli
2107,The Stolen,2017,16+,51/100,1,0,0,0,movie,drama film,United States,French,6.0,tt1680140,51.0,16.0,6.0,0,Drama Film,the stolen
2108,Love Aaj Kal,2020,18+,51/100,1,0,0,0,movie,drama film,India,Hindi,1.0,tt10023024,51.0,16.0,1.0,0,Drama Film,love aaj kal
2109,Pyaar Ke Side Effects,2006,all,51/100,1,0,0,0,movie,romantic comedy,India,Hindi,9.0,tt0480572,51.0,16.0,9.0,0,Romantic Comedy,pyaar ke side effects
2110,Eddie: Strongman,2015,16+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,eddie: strongman
2111,Sam Jay: 3 in the Morning,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,sam jay: 3 in the morning
2112,What About Dick?,2012,all,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,what about dick?
2113,"Main, Meri Patni Aur Woh",2005,all,51/100,1,0,0,0,movie,romantic comedy,India,Hindi,8.0,tt0485513,51.0,16.0,8.0,0,Romantic Comedy,"main, meri patni aur woh"
2114,Audible,2021,13+,51/100,1,0,0,0,movie,drama film,United States,English,3.0,tt12771540,51.0,13.0,3.0,0,Drama Film,audible
2115,Bartkowiak,2021,18+,51/100,1,0,0,0,movie,"drama film, action film, crime film, sport film",Poland,English,7.0,tt14315566,51.0,18.0,7.0,0,"Drama Film, Action Film, Crime Film, Sport Film",bartkowiak
2116,Tarek's Situation,2006,18+,51/100,1,0,0,0,movie,"comedy film, romance film",Egypt,Egyptian Arabic,10.0,tt0830700,51.0,16.0,10.0,0,"Comedy Film, Romance Film",tarek's situation
2117,My Führer,2007,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,my führer
2118,Gnome Alone,2017,7+,51/100,1,0,0,0,movie,horror film,United States,English,5.0,tt3381068,51.0,7.0,5.0,0,Horror Film,gnome alone
2119,Bride for Rent,2014,18+,51/100,1,0,0,0,movie,drama film,Philippines,English,5.0,tt3469386,51.0,16.0,5.0,0,Drama Film,bride for rent
2120,The Holiday Calendar,2018,18+,51/100,1,0,0,0,movie,"romantic comedy, Christmas film",United States,English,6.0,tt8262802,51.0,16.0,6.0,0,"Romantic Comedy, Christmas Film",the holiday calendar
2121,A Kid from Coney Island,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,a kid from coney island
2122,Aruna & Her Palate,2018,18+,51/100,1,0,0,0,movie,drama film,Indonesia,Indonesian,8.0,tt8894180,51.0,16.0,8.0,0,Drama Film,aruna & her palate
2123,Sabrina,2018,18+,51/100,1,1,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,sabrina
2124,Operações Especiais,2015,18+,51/100,1,0,0,0,movie,crime film,Brazil,Portuguese,3.0,tt4058210,51.0,16.0,3.0,0,Crime Film,operações especiais
2125,The Main Event,2020,18+,51/100,1,0,0,0,movie,"romantic comedy, boxing film",United States,English,4.0,tt0079510,51.0,16.0,4.0,0,"Romantic Comedy, Boxing Film",the main event
2126,Once Again,2019,18+,51/100,1,0,0,0,movie,"drama film, romance film","Germany, India, Austria",Hindi,8.0,tt4232066,51.0,16.0,8.0,0,"Drama Film, Romance Film",once again
2127,"Ken Jeong: You Complete Me, Ho",2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,18.0,7.0,0,Drama Film,"ken jeong: you complete me, ho"
2128,Old Thieves: The Legend of Artegio,2007,18+,51/100,1,0,0,0,movie,documentary film,Mexico,Spanish,8.0,tt1020042,51.0,16.0,8.0,0,Documentary Film,old thieves: the legend of artegio
2129,Chaman Bahar,2020,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,chaman bahar
2130,Delhi-6,2009,18+,51/100,1,0,0,0,movie,drama film,India,Hindi,7.0,tt1043451,51.0,16.0,7.0,0,Drama Film,delhi-6
2131,ReMastered: The Miami Showband Massacre,2019,18+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,16.0,7.0,0,Drama Film,remastered: the miami showband massacre
2132,Consequences,2014,13+,51/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,51.0,13.0,7.0,0,Drama Film,consequences
2133,You're My Boss,2015,7+,51/100,1,0,0,0,movie,romantic comedy,Philippines,English,5.0,tt4489160,51.0,7.0,5.0,0,Romantic Comedy,you're my boss
2134,Sen Kiminle Dans Ediyorsun?,2017,13+,51/100,1,0,0,0,movie,comedy film,Turkey,Turkish,8.0,tt7533878,51.0,13.0,8.0,0,Comedy Film,sen kiminle dans ediyorsun?
2135,Miss Virginia,2019,16+,51/100,1,0,0,0,movie,drama film,United States,English,10.0,tt6246534,51.0,16.0,10.0,0,Drama Film,miss virginia
2136,Kevin James: Never Don't Give Up,2018,7+,51/100,1,0,0,0,movie,drama film,United States,English,4.0,tt8324578,51.0,7.0,4.0,0,Drama Film,kevin james: never don't give up
